state,zcta5,placefp,stab,placenm,zipname,pop10,afact
State code,ZIP census tabulation area,Place code,State abbreviation,Place name,ZCTA name,Total population (2010),zcta5 to placefp allocation factor
5,72764,23290,AR,"Fayetteville city, AR","Springdale, AR",666,0.015
5,72764,66080,AR,"Springdale city, AR","Springdale, AR",42402,0.985
5,72901,24550,AR,"Fort Smith city, AR","Fort Smith, AR",21591,1
5,72903,24550,AR,"Fort Smith city, AR","Fort Smith, AR",26131,1
5,72904,24550,AR,"Fort Smith city, AR","Fort Smith, AR",21893,1
5,72908,24550,AR,"Fort Smith city, AR","Fort Smith, AR",13277,1
5,72916,24550,AR,"Fort Smith city, AR","Fort Smith, AR",3231,1
5,72923,24550,AR,"Fort Smith city, AR","Barling, AR",86,1
6,90001,44000,CA,"Los Angeles city, CA","Florence-Graham, CA",10679,1
6,90002,44000,CA,"Los Angeles city, CA","Los Angeles, CA",35414,1
6,90003,44000,CA,"Los Angeles city, CA","Los Angeles, CA",66266,1
6,90004,44000,CA,"Los Angeles city, CA","Los Angeles, CA",62180,1
6,90005,44000,CA,"Los Angeles city, CA","Los Angeles, CA",37681,1
6,90006,44000,CA,"Los Angeles city, CA","Los Angeles, CA",59185,1
6,90007,44000,CA,"Los Angeles city, CA","Los Angeles, CA",40920,1
6,90008,44000,CA,"Los Angeles city, CA","Los Angeles, CA",30847,1
6,90010,44000,CA,"Los Angeles city, CA","Los Angeles, CA",3800,1
6,90011,44000,CA,"Los Angeles city, CA","Los Angeles, CA",103892,1
6,90012,44000,CA,"Los Angeles city, CA","Los Angeles, CA",31103,1
6,90013,44000,CA,"Los Angeles city, CA","Los Angeles, CA",11772,1
6,90014,44000,CA,"Los Angeles city, CA","Los Angeles, CA",7005,1
6,90015,44000,CA,"Los Angeles city, CA","Los Angeles, CA",18986,1
6,90016,44000,CA,"Los Angeles city, CA","Los Angeles, CA",47596,1
6,90017,44000,CA,"Los Angeles city, CA","Los Angeles, CA",23768,1
6,90018,44000,CA,"Los Angeles city, CA","Los Angeles, CA",49310,1
6,90019,44000,CA,"Los Angeles city, CA","Los Angeles, CA",64458,1
6,90020,44000,CA,"Los Angeles city, CA","Los Angeles, CA",38967,1
6,90021,44000,CA,"Los Angeles city, CA","Los Angeles, CA",3951,1
6,90023,44000,CA,"Los Angeles city, CA","Los Angeles, CA",27978,1
6,90024,44000,CA,"Los Angeles city, CA","Los Angeles, CA",47450,1
6,90025,44000,CA,"Los Angeles city, CA","Los Angeles, CA",42006,1
6,90026,44000,CA,"Los Angeles city, CA","Los Angeles, CA",67869,1
6,90027,44000,CA,"Los Angeles city, CA","Los Angeles, CA",45151,1
6,90028,44000,CA,"Los Angeles city, CA","Los Angeles, CA",28714,1
6,90029,44000,CA,"Los Angeles city, CA","Los Angeles, CA",38617,1
6,90031,44000,CA,"Los Angeles city, CA","Los Angeles, CA",39316,1
6,90032,44000,CA,"Los Angeles city, CA","Los Angeles, CA",45561,1
6,90033,44000,CA,"Los Angeles city, CA","Los Angeles, CA",48852,1
6,90034,44000,CA,"Los Angeles city, CA","Los Angeles, CA",57964,1
6,90035,44000,CA,"Los Angeles city, CA","Los Angeles, CA",28414,1
6,90036,44000,CA,"Los Angeles city, CA","Los Angeles, CA",36862,1
6,90037,44000,CA,"Los Angeles city, CA","Los Angeles, CA",62276,1
6,90038,44000,CA,"Los Angeles city, CA","Los Angeles, CA",28913,1
6,90039,44000,CA,"Los Angeles city, CA","Los Angeles, CA",28514,1
6,90041,44000,CA,"Los Angeles city, CA","Los Angeles, CA",27425,1
6,90042,44000,CA,"Los Angeles city, CA","Los Angeles, CA",62427,1
6,90043,44000,CA,"Los Angeles city, CA","Los Angeles, CA",36019,1
6,90044,44000,CA,"Los Angeles city, CA","Los Angeles, CA",62875,1
6,90045,44000,CA,"Los Angeles city, CA","Los Angeles, CA",38360,1
6,90046,44000,CA,"Los Angeles city, CA","Los Angeles, CA",31825,1
6,90047,44000,CA,"Los Angeles city, CA","Los Angeles, CA",35100,1
6,90048,44000,CA,"Los Angeles city, CA","Los Angeles, CA",18188,1
6,90049,44000,CA,"Los Angeles city, CA","Los Angeles, CA",35462,1
6,90056,44000,CA,"Los Angeles city, CA","Ladera Heights, CA",683,1
6,90057,44000,CA,"Los Angeles city, CA","Los Angeles, CA",44998,1
6,90058,44000,CA,"Los Angeles city, CA","Los Angeles, CA",2916,1
6,90059,44000,CA,"Los Angeles city, CA","Los Angeles, CA",27377,1
6,90061,44000,CA,"Los Angeles city, CA","Los Angeles, CA",17217,1
6,90062,44000,CA,"Los Angeles city, CA","Los Angeles, CA",32821,1
6,90063,44000,CA,"Los Angeles city, CA","East Los Angeles, CA",14272,1
6,90064,44000,CA,"Los Angeles city, CA","Los Angeles, CA",25403,1
6,90065,44000,CA,"Los Angeles city, CA","Los Angeles, CA",45527,1
6,90066,44000,CA,"Los Angeles city, CA","Los Angeles, CA",50050,1
6,90067,44000,CA,"Los Angeles city, CA","Los Angeles, CA",2424,1
6,90068,44000,CA,"Los Angeles city, CA","Los Angeles, CA",22286,1
6,90069,44000,CA,"Los Angeles city, CA","West Hollywood, CA",6059,1
6,90071,44000,CA,"Los Angeles city, CA","Los Angeles, CA",15,1
6,90077,44000,CA,"Los Angeles city, CA","Los Angeles, CA",9377,1
6,90089,44000,CA,"Los Angeles city, CA","Los Angeles, CA",3217,1
6,90094,44000,CA,"Los Angeles city, CA","Los Angeles, CA",5464,1
6,90095,44000,CA,"Los Angeles city, CA","Ucla, Los Angeles, CA",3,1
6,90210,44000,CA,"Los Angeles city, CA","Beverly Hills, CA",7582,1
6,90212,44000,CA,"Los Angeles city, CA","Beverly Hills, CA",26,1
6,90230,44000,CA,"Los Angeles city, CA","Culver City, CA",11300,1
6,90232,44000,CA,"Los Angeles city, CA","Culver City, CA",1533,1
6,90247,28168,CA,"Gardena city, CA","Gardena, CA",35611,0.75
6,90247,44000,CA,"Los Angeles city, CA","Gardena, CA",11851,0.25
6,90248,11530,CA,"Carson city, CA","Los Angeles, CA",498,0.057
6,90248,28168,CA,"Gardena city, CA","Los Angeles, CA",2777,0.319
6,90248,44000,CA,"Los Angeles city, CA","Los Angeles, CA",5070,0.582
6,90248,80000,CA,"Torrance city, CA","Los Angeles, CA",372,0.043
6,90249,28168,CA,"Gardena city, CA","Gardena, CA",20441,1
6,90272,44000,CA,"Los Angeles city, CA","Los Angeles, CA",22986,1
6,90277,80000,CA,"Torrance city, CA","Redondo Beach, CA",7479,1
6,90278,80000,CA,"Torrance city, CA","Redondo Beach, CA",1137,1
6,90290,44000,CA,"Los Angeles city, CA","Topanga, CA",5,1
6,90291,44000,CA,"Los Angeles city, CA","Los Angeles, CA",28341,1
6,90292,44000,CA,"Los Angeles city, CA","Los Angeles, CA",12702,1
6,90293,44000,CA,"Los Angeles city, CA","Los Angeles, CA",12132,1
6,90401,70000,CA,"Santa Monica city, CA","Santa Monica, CA",6722,1
6,90402,44000,CA,"Los Angeles city, CA","Santa Monica, CA",2169,0.177
6,90402,70000,CA,"Santa Monica city, CA","Santa Monica, CA",10081,0.823
6,90403,70000,CA,"Santa Monica city, CA","Santa Monica, CA",24525,1
6,90404,70000,CA,"Santa Monica city, CA","Santa Monica, CA",21360,1
6,90405,44000,CA,"Los Angeles city, CA","Santa Monica, CA",138,0.005
6,90405,70000,CA,"Santa Monica city, CA","Santa Monica, CA",27048,0.995
6,90501,44000,CA,"Los Angeles city, CA","Torrance, CA",19909,0.462
6,90501,80000,CA,"Torrance city, CA","Torrance, CA",23210,0.538
6,90503,80000,CA,"Torrance city, CA","Torrance, CA",44383,1
6,90504,80000,CA,"Torrance city, CA","Torrance, CA",32073,1
6,90505,80000,CA,"Torrance city, CA","Torrance, CA",36678,1
6,90620,2000,CA,"Anaheim city, CA","Buena Park, CA",138,1
6,90710,44000,CA,"Los Angeles city, CA","Los Angeles, CA",21708,1
6,90717,44000,CA,"Los Angeles city, CA","Lomita, CA",1076,0.91
6,90717,80000,CA,"Torrance city, CA","Lomita, CA",106,0.09
6,90731,44000,CA,"Los Angeles city, CA","Los Angeles, CA",58263,1
6,90732,44000,CA,"Los Angeles city, CA","Los Angeles, CA",20480,1
6,90740,43000,CA,"Long Beach city, CA","Seal Beach, CA",15,1
6,90744,44000,CA,"Los Angeles city, CA","Los Angeles, CA",53815,1
6,90745,11530,CA,"Carson city, CA","Carson, CA",57251,1
6,90746,11530,CA,"Carson city, CA","Carson, CA",25990,1
6,90755,43000,CA,"Long Beach city, CA","Signal Hill, CA",64,1
6,90802,43000,CA,"Long Beach city, CA","Long Beach, CA",39347,1
6,90803,43000,CA,"Long Beach city, CA","Long Beach, CA",32031,1
6,90804,43000,CA,"Long Beach city, CA","Long Beach, CA",40305,1
6,90805,43000,CA,"Long Beach city, CA","Long Beach, CA",93242,1
6,90806,43000,CA,"Long Beach city, CA","Long Beach, CA",42399,1
6,90807,43000,CA,"Long Beach city, CA","Long Beach, CA",31481,1
6,90808,43000,CA,"Long Beach city, CA","Long Beach, CA",36822,1
6,90810,11530,CA,"Carson city, CA","Long Beach, CA",7975,0.217
6,90810,43000,CA,"Long Beach city, CA","Long Beach, CA",28752,0.783
6,90810,44000,CA,"Los Angeles city, CA","Long Beach, CA",8,0
6,90813,43000,CA,"Long Beach city, CA","Long Beach, CA",58911,1
6,90814,43000,CA,"Long Beach city, CA","Long Beach, CA",19131,1
6,90815,43000,CA,"Long Beach city, CA","Long Beach, CA",39640,1
6,90822,43000,CA,"Long Beach city, CA","Long Beach, CA",117,1
6,91001,56000,CA,"Pasadena city, CA","Altadena, CA",468,1
6,91006,2462,CA,"Arcadia city, CA","Arcadia, CA",25437,1
6,91007,2462,CA,"Arcadia city, CA","Arcadia, CA",30653,1
6,91011,30000,CA,"Glendale city, CA","La Cañada Flintridge, CA",17,0.425
6,91011,56000,CA,"Pasadena city, CA","La Cañada Flintridge, CA",23,0.575
6,91020,30000,CA,"Glendale city, CA","La Crescenta-Montrose, CA",2407,1
6,91040,44000,CA,"Los Angeles city, CA","Los Angeles, CA",20372,1
6,91042,44000,CA,"Los Angeles city, CA","Los Angeles, CA",27486,1
6,91046,30000,CA,"Glendale city, CA","Glendale, CA",156,1
6,91101,56000,CA,"Pasadena city, CA","Pasadena, CA",20460,1
6,91103,56000,CA,"Pasadena city, CA","Pasadena, CA",27480,1
6,91104,56000,CA,"Pasadena city, CA","Pasadena, CA",30265,1
6,91105,44000,CA,"Los Angeles city, CA","Pasadena, CA",85,0.008
6,91105,56000,CA,"Pasadena city, CA","Pasadena, CA",11169,0.992
6,91106,56000,CA,"Pasadena city, CA","Pasadena, CA",24229,1
6,91107,56000,CA,"Pasadena city, CA","Pasadena, CA",22814,1
6,91108,56000,CA,"Pasadena city, CA","San Marino, CA",214,1
6,91201,30000,CA,"Glendale city, CA","Glendale, CA",22781,1
6,91202,30000,CA,"Glendale city, CA","Glendale, CA",22830,1
6,91203,30000,CA,"Glendale city, CA","Glendale, CA",13220,1
6,91204,30000,CA,"Glendale city, CA","Glendale, CA",16032,1
6,91205,30000,CA,"Glendale city, CA","Glendale, CA",37810,1
6,91206,30000,CA,"Glendale city, CA","Glendale, CA",33055,1
6,91207,30000,CA,"Glendale city, CA","Glendale, CA",10506,1
6,91208,30000,CA,"Glendale city, CA","Glendale, CA",16245,1
6,91210,30000,CA,"Glendale city, CA","Glendale, CA",328,1
6,91214,30000,CA,"Glendale city, CA","Glendale, CA",16332,0.977
6,91214,44000,CA,"Los Angeles city, CA","Glendale, CA",378,0.023
6,91303,44000,CA,"Los Angeles city, CA","Los Angeles, CA",26855,1
6,91304,44000,CA,"Los Angeles city, CA","Los Angeles, CA",49176,1
6,91306,44000,CA,"Los Angeles city, CA","Los Angeles, CA",45061,1
6,91307,44000,CA,"Los Angeles city, CA","Los Angeles, CA",21643,1
6,91311,44000,CA,"Los Angeles city, CA","Los Angeles, CA",34053,1
6,91316,44000,CA,"Los Angeles city, CA","Los Angeles, CA",26898,1
6,91320,78582,CA,"Thousand Oaks city, CA","Thousand Oaks, CA",39967,1
6,91324,44000,CA,"Los Angeles city, CA","Los Angeles, CA",27669,1
6,91325,44000,CA,"Los Angeles city, CA","Los Angeles, CA",32417,1
6,91326,44000,CA,"Los Angeles city, CA","Los Angeles, CA",33708,1
6,91330,44000,CA,"Los Angeles city, CA","Los Angeles, CA",2702,1
6,91331,44000,CA,"Los Angeles city, CA","Los Angeles, CA",103689,1
6,91335,44000,CA,"Los Angeles city, CA","Los Angeles, CA",74363,1
6,91340,44000,CA,"Los Angeles city, CA","San Fernando, CA",11090,1
6,91342,44000,CA,"Los Angeles city, CA","Los Angeles, CA",89789,1
6,91343,44000,CA,"Los Angeles city, CA","Los Angeles, CA",60254,1
6,91344,44000,CA,"Los Angeles city, CA","Los Angeles, CA",51747,1
6,91345,44000,CA,"Los Angeles city, CA","Los Angeles, CA",18496,1
6,91352,44000,CA,"Los Angeles city, CA","Los Angeles, CA",47807,1
6,91356,44000,CA,"Los Angeles city, CA","Los Angeles, CA",29458,1
6,91360,78582,CA,"Thousand Oaks city, CA","Thousand Oaks, CA",40468,1
6,91361,78582,CA,"Thousand Oaks city, CA","Thousand Oaks, CA",11305,1
6,91362,78582,CA,"Thousand Oaks city, CA","Thousand Oaks, CA",34830,1
6,91364,44000,CA,"Los Angeles city, CA","Los Angeles, CA",25108,1
6,91367,44000,CA,"Los Angeles city, CA","Los Angeles, CA",39499,1
6,91371,44000,CA,"Los Angeles city, CA","Pierce College, Woodland Hills, CA",1,1
6,91401,44000,CA,"Los Angeles city, CA","Los Angeles, CA",39285,1
6,91402,44000,CA,"Los Angeles city, CA","Los Angeles, CA",69817,1
6,91403,44000,CA,"Los Angeles city, CA","Los Angeles, CA",23484,1
6,91405,44000,CA,"Los Angeles city, CA","Los Angeles, CA",51145,1
6,91406,44000,CA,"Los Angeles city, CA","Los Angeles, CA",51558,1
6,91411,44000,CA,"Los Angeles city, CA","Los Angeles, CA",24628,1
6,91423,44000,CA,"Los Angeles city, CA","Los Angeles, CA",30991,1
6,91436,44000,CA,"Los Angeles city, CA","Los Angeles, CA",14372,1
6,91501,8954,CA,"Burbank city, CA","Burbank, CA",20849,1
6,91502,8954,CA,"Burbank city, CA","Burbank, CA",11371,1
6,91504,8954,CA,"Burbank city, CA","Burbank, CA",21800,0.874
6,91504,44000,CA,"Los Angeles city, CA","Burbank, CA",3139,0.126
6,91505,8954,CA,"Burbank city, CA","Burbank, CA",30416,0.988
6,91505,44000,CA,"Los Angeles city, CA","Burbank, CA",362,0.012
6,91506,8954,CA,"Burbank city, CA","Burbank, CA",18904,1
6,91601,44000,CA,"Los Angeles city, CA","Los Angeles, CA",37180,1
6,91602,44000,CA,"Los Angeles city, CA","Los Angeles, CA",17473,1
6,91604,44000,CA,"Los Angeles city, CA","Los Angeles, CA",29034,1
6,91605,44000,CA,"Los Angeles city, CA","Los Angeles, CA",56343,1
6,91606,44000,CA,"Los Angeles city, CA","Los Angeles, CA",44958,1
6,91607,44000,CA,"Los Angeles city, CA","Los Angeles, CA",27927,1
6,91708,13210,CA,"Chino city, CA","Chino, CA",3369,1
6,91710,13210,CA,"Chino city, CA","Chino, CA",74527,1
6,91732,2462,CA,"Arcadia city, CA","El Monte, CA",135,1
6,91761,53896,CA,"Ontario city, CA","Ontario, CA",56913,1
6,91762,13210,CA,"Chino city, CA","Ontario, CA",52,0.001
6,91762,53896,CA,"Ontario city, CA","Ontario, CA",52925,0.999
6,91764,53896,CA,"Ontario city, CA","Ontario, CA",54086,1
6,91780,2462,CA,"Arcadia city, CA","Temple City, CA",139,1
6,91902,13392,CA,"Chula Vista city, CA","Bonita, CA",5459,1
6,91910,13392,CA,"Chula Vista city, CA","Chula Vista, CA",74399,1
6,91911,13392,CA,"Chula Vista city, CA","Chula Vista, CA",82978,1
6,91911,66000,CA,"San Diego city, CA","Chula Vista, CA",21,0
6,91913,13392,CA,"Chula Vista city, CA","Chula Vista, CA",40971,1
6,91914,13392,CA,"Chula Vista city, CA","Chula Vista, CA",15443,1
6,91915,13392,CA,"Chula Vista city, CA","Chula Vista, CA",24659,1
6,91942,66000,CA,"San Diego city, CA","La Mesa, CA",10,1
6,91950,13392,CA,"Chula Vista city, CA","National City, CA",7,0.28
6,91950,66000,CA,"San Diego city, CA","National City, CA",18,0.72
6,92008,11194,CA,"Carlsbad city, CA","Carlsbad, CA",27649,1
6,92009,11194,CA,"Carlsbad city, CA","Carlsbad, CA",40747,1
6,92010,11194,CA,"Carlsbad city, CA","Carlsbad, CA",14382,1
6,92011,11194,CA,"Carlsbad city, CA","Carlsbad, CA",22405,1
6,92014,66000,CA,"San Diego city, CA","San Diego, CA",7145,1
6,92024,11194,CA,"Carlsbad city, CA","Encinitas, CA",2,1
6,92025,58520,CA,"Poway city, CA","Escondido, CA",16,0.128
6,92025,66000,CA,"San Diego city, CA","Escondido, CA",109,0.872
6,92027,66000,CA,"San Diego city, CA","Escondido, CA",86,1
6,92037,66000,CA,"San Diego city, CA","San Diego, CA",46781,1
6,92056,11194,CA,"Carlsbad city, CA","Oceanside, CA",143,1
6,92064,58520,CA,"Poway city, CA","Poway, CA",47795,0.999
6,92064,66000,CA,"San Diego city, CA","Poway, CA",29,0.001
6,92067,66000,CA,"San Diego city, CA","Fairbanks Ranch, CA",301,1
6,92071,66000,CA,"San Diego city, CA","Santee, CA",4,1
6,92075,66000,CA,"San Diego city, CA","Solana Beach, CA",10,1
6,92101,66000,CA,"San Diego city, CA","San Diego, CA",37095,1
6,92102,66000,CA,"San Diego city, CA","San Diego, CA",43267,1
6,92103,66000,CA,"San Diego city, CA","San Diego, CA",31066,1
6,92104,66000,CA,"San Diego city, CA","San Diego, CA",44414,1
6,92105,66000,CA,"San Diego city, CA","San Diego, CA",69813,1
6,92106,66000,CA,"San Diego city, CA","San Diego, CA",19330,1
6,92107,66000,CA,"San Diego city, CA","San Diego, CA",28651,1
6,92108,66000,CA,"San Diego city, CA","San Diego, CA",18858,1
6,92109,66000,CA,"San Diego city, CA","San Diego, CA",45787,1
6,92110,66000,CA,"San Diego city, CA","San Diego, CA",25341,1
6,92111,66000,CA,"San Diego city, CA","San Diego, CA",45096,1
6,92113,66000,CA,"San Diego city, CA","San Diego, CA",56066,1
6,92114,66000,CA,"San Diego city, CA","San Diego, CA",65433,1
6,92115,66000,CA,"San Diego city, CA","San Diego, CA",58560,1
6,92116,66000,CA,"San Diego city, CA","San Diego, CA",31680,1
6,92117,66000,CA,"San Diego city, CA","San Diego, CA",51332,1
6,92118,66000,CA,"San Diego city, CA","Coronado, CA",5785,1
6,92119,66000,CA,"San Diego city, CA","San Diego, CA",23057,1
6,92120,66000,CA,"San Diego city, CA","San Diego, CA",26317,1
6,92121,66000,CA,"San Diego city, CA","San Diego, CA",4179,1
6,92122,66000,CA,"San Diego city, CA","San Diego, CA",43728,1
6,92123,66000,CA,"San Diego city, CA","San Diego, CA",26823,1
6,92124,66000,CA,"San Diego city, CA","San Diego, CA",30443,1
6,92126,66000,CA,"San Diego city, CA","San Diego, CA",73343,1
6,92127,66000,CA,"San Diego city, CA","San Diego, CA",22113,1
6,92128,66000,CA,"San Diego city, CA","San Diego, CA",47490,1
6,92129,66000,CA,"San Diego city, CA","San Diego, CA",51536,1
6,92130,66000,CA,"San Diego city, CA","San Diego, CA",48922,1
6,92131,66000,CA,"San Diego city, CA","San Diego, CA",32779,1
6,92134,66000,CA,"San Diego city, CA","San Diego, CA",198,1
6,92139,66000,CA,"San Diego city, CA","San Diego, CA",35082,1
6,92140,66000,CA,"San Diego city, CA","San Diego, CA",3435,1
6,92145,66000,CA,"San Diego city, CA","San Diego, CA",1449,1
6,92147,66000,CA,"San Diego city, CA","San Diego, CA",559,1
6,92154,66000,CA,"San Diego city, CA","San Diego, CA",74432,1
6,92173,66000,CA,"San Diego city, CA","San Diego, CA",29429,1
6,92211,55184,CA,"Palm Desert city, CA","Palm Desert, CA",16926,1
6,92243,21782,CA,"El Centro city, CA","El Centro, CA",42598,1
6,92260,55184,CA,"Palm Desert city, CA","Palm Desert, CA",31519,1
6,92324,65000,CA,"San Bernardino city, CA","Colton, CA",816,1
6,92346,65000,CA,"San Bernardino city, CA","Highland, CA",13330,1
6,92354,59962,CA,"Redlands city, CA","Loma Linda, CA",60,0.039
6,92354,65000,CA,"San Bernardino city, CA","Loma Linda, CA",1468,0.961
6,92359,59962,CA,"Redlands city, CA","Mentone, CA",46,1
6,92373,59962,CA,"Redlands city, CA","Redlands, CA",29575,1
6,92374,59962,CA,"Redlands city, CA","Redlands, CA",39062,1
6,92376,65000,CA,"San Bernardino city, CA","Rialto, CA",6451,1
6,92399,59962,CA,"Redlands city, CA","Yucaipa, CA",4,1
6,92401,65000,CA,"San Bernardino city, CA","San Bernardino, CA",1932,1
6,92404,65000,CA,"San Bernardino city, CA","San Bernardino, CA",40049,1
6,92405,65000,CA,"San Bernardino city, CA","San Bernardino, CA",28873,1
6,92407,65000,CA,"San Bernardino city, CA","San Bernardino, CA",39023,1
6,92408,65000,CA,"San Bernardino city, CA","San Bernardino, CA",15257,1
6,92410,65000,CA,"San Bernardino city, CA","San Bernardino, CA",36511,1
6,92411,65000,CA,"San Bernardino city, CA","San Bernardino, CA",26214,1
6,92501,62000,CA,"Riverside city, CA","Riverside, CA",19910,1
6,92503,62000,CA,"Riverside city, CA","Riverside, CA",65205,1
6,92504,62000,CA,"Riverside city, CA","Riverside, CA",44997,1
6,92505,62000,CA,"Riverside city, CA","Riverside, CA",47672,1
6,92506,62000,CA,"Riverside city, CA","Riverside, CA",42698,1
6,92507,62000,CA,"Riverside city, CA","Riverside, CA",53513,1
6,92508,62000,CA,"Riverside city, CA","Riverside, CA",29790,1
6,92518,62000,CA,"Riverside city, CA","March ARB, CA",3,1
6,92563,78120,CA,"Temecula city, CA","Murrieta, CA",42,1
6,92590,78120,CA,"Temecula city, CA","Temecula, CA",1470,1
6,92591,78120,CA,"Temecula city, CA","Temecula, CA",37711,1
6,92592,78120,CA,"Temecula city, CA","Temecula, CA",60874,1
6,92602,36770,CA,"Irvine city, CA","Irvine, CA",22871,1
6,92603,36770,CA,"Irvine city, CA","Irvine, CA",20184,1
6,92604,36770,CA,"Irvine city, CA","Irvine, CA",26853,1
6,92606,36770,CA,"Irvine city, CA","Irvine, CA",21362,0.994
6,92606,80854,CA,"Tustin city, CA","Irvine, CA",133,0.006
6,92612,36770,CA,"Irvine city, CA","Irvine, CA",27522,1
6,92614,36770,CA,"Irvine city, CA","Irvine, CA",24748,1
6,92617,36770,CA,"Irvine city, CA","Irvine, CA",14044,1
6,92618,36770,CA,"Irvine city, CA","Irvine, CA",16303,1
6,92620,36770,CA,"Irvine city, CA","Irvine, CA",38486,1
6,92625,51182,CA,"Newport Beach city, CA","Newport Beach, CA",12478,1
6,92626,16532,CA,"Costa Mesa city, CA","Costa Mesa, CA",49341,1
6,92627,16532,CA,"Costa Mesa city, CA","Costa Mesa, CA",60585,1
6,92627,51182,CA,"Newport Beach city, CA","Costa Mesa, CA",11,0
6,92630,36770,CA,"Irvine city, CA","Lake Forest, CA",2,1
6,92651,51182,CA,"Newport Beach city, CA","Laguna Beach, CA",66,1
6,92657,51182,CA,"Newport Beach city, CA","Newport Beach, CA",9741,1
6,92660,16532,CA,"Costa Mesa city, CA","Newport Beach, CA",34,0.001
6,92660,51182,CA,"Newport Beach city, CA","Newport Beach, CA",34743,0.999
6,92661,51182,CA,"Newport Beach city, CA","Newport Beach, CA",3744,1
6,92662,51182,CA,"Newport Beach city, CA","Newport Beach, CA",2756,1
6,92663,51182,CA,"Newport Beach city, CA","Newport Beach, CA",21647,1
6,92701,69000,CA,"Santa Ana city, CA","Santa Ana, CA",53908,1
6,92703,69000,CA,"Santa Ana city, CA","Santa Ana, CA",65063,1
6,92704,25380,CA,"Fountain Valley city, CA","Santa Ana, CA",24,0
6,92704,69000,CA,"Santa Ana city, CA","Santa Ana, CA",87905,1
6,92705,53980,CA,"Orange city, CA","Santa Ana, CA",145,0.007
6,92705,69000,CA,"Santa Ana city, CA","Santa Ana, CA",21712,0.989
6,92705,80854,CA,"Tustin city, CA","Santa Ana, CA",87,0.004
6,92706,69000,CA,"Santa Ana city, CA","Santa Ana, CA",36447,1
6,92707,69000,CA,"Santa Ana city, CA","Santa Ana, CA",59492,1
6,92708,25380,CA,"Fountain Valley city, CA","Fountain Valley, CA",55289,1
6,92780,80854,CA,"Tustin city, CA","Tustin, CA",52288,1
